Timestamp,Voltage (V),Current (A),Power Consumption (kW),Reactive Power (kVAR),Solar Power (kW),Wind Power (kW)
2024-05-03 05:30:00,227.2473301589965,40.73285256042104,0.0,0.9420997528910016,31.083546031771547,8.361017554836764
2024-05-03 05:45:00,226.916349450218,15.857137611780525,3.5982437795949846,1.2537711240960183,27.405003514114,1.9648836568955
2024-05-03 06:00:00,232.1659203363577,37.266732101174526,8.65206515619767,2.192683673687275,14.63887994271288,20.130550977471987
2024-05-03 06:15:00,221.98135262485053,8.468913070233064,1.8799407785926117,0.6536954191203789,12.914752567470094,6.301913896934531
2024-05-03 06:30:00,222.7803553875389,33.60312786916254,0.0,1.9965775301520097,42.32465752307776,24.814144004046177
2024-05-03 06:45:00,230.0964544018697,47.385937170906246,0.0,1.5916215344179248,2.166756481611004,1.748400568907178
2024-05-03 07:00:00,229.88845730543784,25.54096491194751,0.0,1.4215524125410095,49.02737873828517,29.79623213610564
2024-05-03 07:15:00,231.71777288519968,23.718425662035543,5.4959807707500445,1.9985969064418387,6.333771608983535,14.151500093298878
2024-05-03 07:30:00,239.37612694241693,29.32433881204173,0.0,1.1854013919814672,30.846031200989422,22.070214392590984
2024-05-03 07:45:00,230.52257018037912,37.38047335206504,0.0,1.171294252350792,36.36873576757196,2.171195099899633
2024-05-03 08:00:00,232.990860751674,21.14763391171965,0.0,1.1053965491031046,11.23895748889288,8.08502943381111
2024-05-03 08:15:00,225.12233532192684,5.0058505071858415,0.0,0.3868750511573514,0.3134800057468023,0.4123212838906798
2024-05-03 08:30:00,233.8396883175827,27.593811961345157,6.452528388534937,2.011003843849714,9.24938813208762,28.677607657079268
2024-05-03 08:45:00,227.36804567444665,23.867517226196984,5.426710746821597,2.1653876742640934,14.107768740849124,13.986437153814268
2024-05-03 09:00:00,230.35710416290547,28.971637775286016,6.673822580771528,2.429849840836764,16.857419260834767,2.427438694505532
2024-05-03 09:15:00,229.45575687465416,37.18905265770583,0.0,1.292046827830509,31.930222634880835,19.994208019601565
2024-05-03 09:30:00,235.16487117457012,17.752597371545537,4.17478727389352,1.404326028140192,47.300084876604565,6.80671599888718
2024-05-03 09:45:00,223.450117228125,27.7366854580969,6.197765617131383,1.955009673810835,27.931422552158413,18.374488514109014
2024-05-03 10:00:00,218.5838068269248,16.402493762880106,0.0,0.5687599044365039,0.6600402590321408,2.985265038878179
2024-05-03 10:15:00,228.9328365145604,25.67059864444156,5.876842962698834,1.9634533538134304,48.063206127686136,6.178970597862001
2024-05-03 10:30:00,232.3426562845256,20.50425980159239,0.0,0.8231373958915217,1.2122012444212238,18.885532727867812
2024-05-03 10:45:00,230.7613468790375,21.60685853603905,4.9860277776012,1.1799513646002138,31.00129993074837,25.54341711346186
2024-05-03 11:00:00,236.1610211870696,31.07124728085284,7.337817487402164,1.3444209597659202,45.61704764300964,0.0690784022389034
2024-05-03 11:15:00,232.18686337089835,36.032494636542616,8.366271909087548,1.969200868917864,29.00981360562881,3.118163954197668
2024-05-03 11:30:00,227.1807583407007,5.569632382130906,0.0,0.2411534698748502,18.99884568131626,16.221943962248222
2024-05-03 11:45:00,218.3728992293016,44.44885577762346,0.0,2.889998244412567,31.10131680072104,21.486918786463985
2024-05-03 12:00:00,228.8134388290239,21.395093384805783,0.0,1.6675640777171383,37.9736659700058,14.660789424950686
2024-05-03 12:15:00,235.13979501128895,33.96246452582734,0.0,0.8431812885524562,20.896286339632365,29.756523122157027
2024-05-03 12:30:00,228.03976108666444,10.507659358095584,2.3961641296001708,0.5290080449871041,30.408262535733915,14.100795286270769
2024-05-03 12:45:00,230.1416013183888,30.715523626514088,7.068919792738757,1.015344086200898,34.89273744037614,2.2560956820865687
2024-05-03 13:00:00,232.1068012715336,35.53067887548934,8.246912220795881,0.8726075304110454,14.526656238022278,13.601385356849384
2024-05-03 13:15:00,224.9235381287509,12.084712059932908,0.0,1.0735251987088372,12.438096836241092,9.696976984515192
2024-05-03 13:30:00,233.1161794831941,46.04696616916417,10.73429283014744,3.24306819402963,49.117755426229074,20.456366594722574
2024-05-03 13:45:00,238.18560895000851,39.08598831703008,9.30971992870473,2.1942090860996117,26.79141193496305,24.267024470769584
2024-05-03 14:00:00,229.13593324053295,29.026380225767703,6.650986721625835,1.5250769988390172,11.970624580940536,14.008267344762428
2024-05-03 14:15:00,224.3546778908385,12.472971616260548,0.0,0.9857622355513334,30.924276183409795,1.7432977402976213
2024-05-03 14:30:00,229.6669948648901,43.94981162369525,0.0,2.737677342322406,30.73701603396573,1.4657128453604118
2024-05-03 14:45:00,218.87807945695565,8.088168593708914,0.0,0.5748297766550119,47.03021495071208,9.66318253420932
2024-05-03 15:00:00,231.68451631988307,10.182720110523611,2.359178583627409,0.8873492685863096,47.77959196418283,3.544833643841158
2024-05-03 15:15:00,232.2613718882429,36.41784069586271,8.458457641228556,3.087926322816545,28.89552837036673,14.402214070166236
2024-05-03 15:30:00,238.3781814692278,16.423738319410624,3.915060873507576,0.5030629374194789,4.601536446421056,24.894670269233576
2024-05-03 15:45:00,229.0300260371669,25.669305474559454,0.0,1.4450294970673487,29.2112211811831,3.490354147249505
2024-05-03 16:00:00,232.0424266907324,29.250955530341425,0.0,1.968683994809492,17.14637022411336,11.730255795074331
2024-05-03 16:15:00,225.6935594880705,25.62053714317764,5.782390223840081,1.3818087904143177,32.70175893689155,8.984247130016058
2024-05-03 16:30:00,228.2178643973746,8.7752145450898,2.002660723109173,0.3746071677482808,21.507575127148915,15.843304895532652
2024-05-03 16:45:00,222.37407281668905,38.18634973828196,8.491654117304266,3.183806211316997,24.974704542901783,27.367458556229167
2024-05-03 17:00:00,229.02605189358383,15.799559349228636,3.6185106994121954,1.3373601498318215,41.87968614327111,3.896261960867416
2024-05-03 17:15:00,228.4734542324072,38.23392563924748,0.0,3.0797252353622744,39.05323699458971,7.611936612678952
2024-05-03 17:30:00,231.49599883044448,43.93808535609065,10.171490956205531,3.865317547630185,20.839828171029843,0.5732432259717235
2024-05-03 17:45:00,226.8820155983368,29.13682214253532,6.610620935828663,2.134633066045588,3.486599508593952,12.771633306790816
2024-05-03 18:00:00,230.41672675487547,36.7869397374225,0.0,1.838872148032204,5.991738571116667,26.348192719205283
2024-05-03 18:15:00,228.33309972196167,6.662200373260475,0.0,0.3792438939412664,45.50044507926948,14.363106887187712
2024-05-03 18:30:00,228.3425030585024,6.653665267523833,0.0,0.5275105848155079,16.1853775926731,8.878790153355178
2024-05-03 18:45:00,230.40181162981517,13.87230300184311,0.0,1.19272886663792,42.039564656999886,24.80382398925577
2024-05-03 19:00:00,230.20261471158503,21.127248117489465,4.863547758306488,1.4645949536747278,44.41965911622652,17.327864919397953
2024-05-03 19:15:00,233.8058701952582,13.225273035367312,0.0,0.8483086494239067,8.426356574008192,25.856266790801776
2024-05-03 19:30:00,229.3967848293508,33.57321212951255,0.0,2.832891738087576,21.38417233810414,28.782319975715872
2024-05-03 19:45:00,228.250573254385,17.45994276188781,0.0,1.2952198762408111,22.026227492485567,1.7164587775420836
2024-05-03 20:00:00,229.09596277456387,43.05879614242761,0.0,3.689061584773625,30.406970680238043,5.9942045057164375
2024-05-03 20:15:00,226.42667941579504,30.227170966382737,0.0,2.497422618816369,21.85903343856677,28.382338945611732
2024-05-03 20:30:00,228.20044453216664,22.01357899821064,5.023508513135636,0.9978736278483642,,
2024-05-03 20:45:00,240.15579356536617,45.18851749180707,0.0,1.5115453495877609,,
2024-05-03 21:00:00,225.43660619652067,42.27633776649754,0.0,2.9606714419321927,,
2024-05-03 21:15:00,228.60671833060343,41.90158157919964,0.0,3.641279866636731,,
2024-05-03 21:30:00,228.06255668365156,37.77580620527954,0.0,3.2121590674750813,,
2024-05-03 21:45:00,228.764141938778,32.63964514566128,0.0,2.8074904637522327,,
2024-05-03 22:00:00,228.34380345560805,21.507052963870965,0.0,1.774462239348488,,
2024-05-03 22:15:00,231.396200506105,24.017019194145064,5.557446989007364,1.286562319843257,,
2024-05-03 22:30:00,221.44912449304104,34.12057968655786,7.555972498783278,2.8785771191706924,,
2024-05-03 22:45:00,235.18585736266,12.779209967589171,0.0,0.8750069157716532,,
2024-05-03 23:00:00,233.162913998211,42.25165796503652,0.0,3.4391379226367413,,
2024-05-03 23:15:00,223.78564206968431,47.24015991813023,10.57166951875334,2.005771241572391,,
2024-05-03 23:30:00,218.654613635238,9.40948727636954,2.0574278049202697,0.5143679614004355,,
2024-05-03 23:45:00,225.114639269293,6.0105056475111045,0.0,0.1829924934324921,6.600584681584337,3.93412445666129
