Timestamp,Voltage (V),Current (A),Power Consumption (kW),Reactive Power (kVAR),Solar Power (kW),Wind Power (kW),Grid Supply (kW),Temperature (C),Humidity (%),Electricity Price (USD/kWh)
2024-05-03 05:30:00,227.2473301589965,40.73285256042104,0.0,0.9420997528910016,31.083546031771547,8.361017554836764,0.0,24.526244695934317,25.773625216561687,0.362205355283505
2024-05-03 05:45:00,226.916349450218,15.857137611780525,3.5982437795949846,1.2537711240960183,27.405003514114,1.9648836568955,0.0,26.266693394957144,73.75727656631423,0.1942825056591648
2024-05-03 06:00:00,232.1659203363577,37.266732101174526,8.65206515619767,2.192683673687275,14.63887994271288,20.130550977471987,0.0,39.26156351163594,59.5288809024274,0.4313068913119845
2024-05-03 06:15:00,221.98135262485053,8.468913070233064,1.8799407785926117,0.6536954191203789,12.914752567470094,6.301913896934531,0.0,39.508468980478696,28.723397593562886,0.1828271929627439
2024-05-03 06:30:00,222.7803553875389,33.60312786916254,0.0,1.9965775301520097,42.32465752307776,24.814144004046177,0.0,14.844010756215274,74.21426259744285,0.4962835805329272
2024-05-03 06:45:00,230.0964544018697,47.385937170906246,0.0,1.5916215344179248,2.166756481611004,1.748400568907178,6.98817908101711,26.918882245079008,21.75928785930371,0.1637519647820121
2024-05-03 07:00:00,229.88845730543784,25.54096491194751,0.0,1.4215524125410095,49.02737873828517,29.79623213610564,0.0,25.979338820842376,59.28929677471717,0.2706242173903411
2024-05-03 07:15:00,231.71777288519968,23.718425662035543,5.4959807707500445,1.9985969064418387,6.333771608983535,14.151500093298878,0.0,38.73574632831502,39.70675031481454,0.4546300095863971
2024-05-03 07:30:00,239.37612694241693,29.32433881204173,0.0,1.1854013919814672,30.846031200989422,22.070214392590984,0.0,28.3126970260042,65.25448827166544,0.2523610113760852
2024-05-03 07:45:00,230.52257018037912,37.38047335206504,0.0,1.171294252350792,36.36873576757196,2.171195099899633,0.0,24.760759535380966,52.02547280723392,0.4753806951370033
2024-05-03 08:00:00,232.990860751674,21.14763391171965,0.0,1.1053965491031046,11.23895748889288,8.08502943381111,0.0,30.70401698986588,39.428613449735536,0.2808721529789334
2024-05-03 08:15:00,225.12233532192684,5.0058505071858415,0.0,0.3868750511573514,0.3134800057468023,0.4123212838906798,0.4011274668126463,20.85223050571185,23.547455839554832,0.4519115609927961
2024-05-03 08:30:00,233.8396883175827,27.593811961345157,6.452528388534937,2.011003843849714,9.24938813208762,28.677607657079268,0.0,30.88299419516221,21.167623323917294,0.1897289364462236
2024-05-03 08:45:00,227.36804567444665,23.867517226196984,5.426710746821597,2.1653876742640934,14.107768740849124,13.986437153814268,0.0,21.34522514412957,28.99102367953583,0.37945353042341
2024-05-03 09:00:00,230.35710416290547,28.971637775286016,6.673822580771528,2.429849840836764,16.857419260834767,2.427438694505532,0.0,29.577539201457704,52.360891204317525,0.2181637215200642
2024-05-03 09:15:00,229.45575687465416,37.18905265770583,0.0,1.292046827830509,31.930222634880835,19.994208019601565,0.0,26.83410321898369,43.81983964436796,0.2638947230514321
2024-05-03 09:30:00,235.16487117457012,17.752597371545537,4.17478727389352,1.404326028140192,47.300084876604565,6.80671599888718,0.0,35.50870755700426,67.81973184224135,0.3804162053349968
2024-05-03 09:45:00,223.450117228125,27.7366854580969,6.197765617131383,1.955009673810835,27.931422552158413,18.374488514109014,0.0,11.83361764730859,39.10097945362873,0.2855103404506556
2024-05-03 10:00:00,218.5838068269248,16.402493762880106,0.0,0.5687599044365039,0.6600402590321408,2.985265038878179,0.0,14.78209202202806,42.73971814366904,0.3285105806269089
2024-05-03 10:15:00,228.9328365145604,25.67059864444156,5.876842962698834,1.9634533538134304,48.063206127686136,6.178970597862001,0.0,34.99548789249492,28.4082273948959,0.1081224638895165
2024-05-03 10:30:00,232.3426562845256,20.50425980159239,0.0,0.8231373958915217,1.2122012444212238,18.885532727867812,0.0,10.023886411370484,70.6849828642701,0.28344291747085
2024-05-03 10:45:00,230.7613468790375,21.60685853603905,4.9860277776012,1.1799513646002138,31.00129993074837,25.54341711346186,0.0,36.37441668350543,56.91678760098361,0.1290179460420865
2024-05-03 11:00:00,236.1610211870696,31.07124728085284,7.337817487402164,1.3444209597659202,45.61704764300964,0.0690784022389034,0.0,29.76370080976288,36.7290541193801,0.1561223614983129
2024-05-03 11:15:00,232.18686337089835,36.032494636542616,8.366271909087548,1.969200868917864,29.00981360562881,3.118163954197668,0.0,18.117178644507263,43.92943939925916,0.4266633563651879
2024-05-03 11:30:00,227.1807583407007,5.569632382130906,0.0,0.2411534698748502,18.99884568131626,16.221943962248222,0.0,29.517043794487925,61.31659203366591,0.4223390841082497
2024-05-03 11:45:00,218.3728992293016,44.44885577762346,0.0,2.889998244412567,31.10131680072104,21.486918786463985,0.0,16.543323498231416,61.521787347047336,0.4034252051115787
2024-05-03 12:00:00,228.8134388290239,21.395093384805783,0.0,1.6675640777171383,37.9736659700058,14.660789424950686,0.0,23.382624257257817,74.62218455839005,0.2259986252215719
2024-05-03 12:15:00,235.13979501128895,33.96246452582734,0.0,0.8431812885524562,20.896286339632365,29.756523122157027,0.0,11.232558132231972,75.44000221251008,0.2350227040425631
2024-05-03 12:30:00,228.03976108666444,10.507659358095584,2.3961641296001708,0.5290080449871041,30.408262535733915,14.100795286270769,0.0,35.68920477800863,45.94901823853542,0.3665510119474825
